measure_name,datum,county_id,state_id,state_name,first_year,last_year,footnotes,sources
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",2530,37063,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",780,37065,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",2800,37067,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",430,37069,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",1710,37071,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",50,37073,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",70,37075,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",320,37077,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",110,37079,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",3940,37081,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",340,37083,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",980,37085,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",510,37087,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",890,37089,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",150,37091,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",460,37093,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",30,37095,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",700,37097,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",470,37099,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",1210,37101,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",60,37103,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",500,37105,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",360,37107,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",550,37109,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",310,37111,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",250,37113,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",150,37115,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",230,37117,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",6930,37119,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",110,37121,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",190,37123,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",450,37125,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",950,37127,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",1800,37129,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",110,37131,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",1280,37133,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
"Women aged 20-44 and between 100-137% federal poverty level in need of contraceptive services and supplies",720,37135,NC,"North Carolina",2010,n/a,,"Frost JJ, Zolna MR and Frohwirth L, <i>Contraceptive Needs and Services, 2010</i>, New York: Guttmacher Institute, 2013 <http://www.guttmacher.org/pubs/win/contraceptive-needs-2010.pdf>"
